"Family","Class","Count","Canonical"
"Tabs","my-table","2","False"
"Tabs","tab.Key","2","False"
"Tabs","mat-table","2","False"
"Tabs","rec-subtab","2","False"
"Tabs","attendance-table","2","False"
"Tabs","pr-table","2","False"
"Tabs","zy-lookup-table-wrap","2","True"
"Tabs","sd-table","2","False"
"Tabs","my-table-wrap","2","False"
"Tabs","sht-table-card","2","False"
"Tabs","ats-table","2","False"
"Tabs","zhr-table","2","False"
"Tabs","sd-tabs","2","False"
"Tabs","@(Model.SubTab","2","False"
"Tabs","zy-lookup-table","2","True"
"Tabs","mat-table-card","2","False"
"Tabs","nxupd-top-tabs","2","False"
"Tabs","pd-table","2","False"
"Tabs","attendance-table-wrap","2","False"
"Tabs","epr-table-wrap","1","False"
"Tabs","nx-table","1","False"
"Tabs","rz-tabs","1","False"
"Tabs","sha-table-card","1","False"
"Tabs","sov-table-card","1","False"
"Tabs","tx-tabs","1","False"
"Tabs","nxr-table","1","False"
"Tabs","ln-table","1","False"
"Tabs","apv-tab","1","False"
"Tabs","nxr-documents-table-wrap","1","False"
"Tabs","zy-pos-table","1","True"
"Tabs","fr-table","1","False"
"Tabs","shr-table","1","False"
"Tabs","rec-tabs","1","False"
"Tabs","ost-tabs","1","False"
"Tabs","geo-table-card","1","False"
"Tabs","nx-table-wrap","1","False"
"Tabs","nxex-modal-tabs","1","False"
"Tabs","dat-table","1","False"
"Tabs","ot-tabs","1","False"
"Tabs","esl-table-wrap","1","False"
"Tabs","nx-table-tools","1","False"
"Tabs","zhr-table-card","1","False"
"Tabs","mp-table","1","False"
"Tabs","esr-table","1","False"
"Tabs","rec-tab","1","False"
"Tabs","dashboard-table-wrap","1","False"
"Tabs","nxp-table-wrap","1","False"
"Tabs","epr-table","1","False"
"Tabs","nxr-documents-table","1","False"
"Tabs","nx-cutoff-policy-table","1","False"
"Tabs","nx-mode-tabs","1","False"
"Tabs","brand-table","1","False"
"Tabs","ss-table","1","False"
"Tabs","zy-dictionary-table","1","True"
"Tabs","distribution-table","1","False"
"Tabs","esl-table","1","False"
"Tabs","zua-table-card","1","False"
"Tabs","tx-table","1","False"
"Tabs","es-table","1","False"
"Tabs","distribution-tab","1","False"
"Tabs","bk-table","1","False"
"Tabs","geo-table","1","False"
"Tabs","nxp-table","1","False"
"Tabs","wfh-table-card","1","False"
"Tabs","sov-table","1","False"
"Tabs","shr-table-card","1","False"
"Tabs","att-table-card","1","False"
"Tabs","dat-table-card","1","False"
"Tabs","ar-tab","1","False"
"Tabs","rec-subtabs","1","False"
"Tabs","distribution-table-panel","1","False"
"Tabs","other-punch-table","1","False"
"Tabs","nxhs-edit-table","1","False"
"Tabs","sht-table","1","False"
"Tabs","att-records-table","1","False"
"Tabs","nxex-tabs","1","False"
"Tabs","sha-table","1","False"
"Tabs","rv-table","1","False"
"Tabs","nxupd-change-table","1","False"
"Tabs","ar-tab-count","1","False"
"Tabs","@(firstTab","1","False"
"Tabs","ar-table","1","False"
"Tabs","ot-table","1","False"
"Tabs","apv-tabs","1","False"
"Tabs","wfh-table","1","False"
"Tabs","zy-dictionary-table-wrap","1","True"
"Tabs","nxr-table-wrap","1","False"
"Tabs","zua-table","1","False"
"Tabs","dashboard-table","1","False"
"Tabs","nexora-stable-nav","1","False"
"Tabs","ar-tabs","1","False"
"Tabs","sht-tabs","1","False"
"Tabs","nx-approved-tabs","1","False"
"Tabs","pq-table","1","False"
"Tabs","distribution-tabs","1","False"
"Tabs","rz-table","1","False"
"Tabs","zy-pos-table-wrap","1","True"
"Tabs","si-table","1","False"
"Tabs","es-tabs","1","False"
"Tabs","my-tabs","1","False"
